leading_item_id,following_item_id,value
BUZIIBYG,WBLJNPZQ,136016
BUZIIBYG,WPQXWHYO,21927790
BUZIIBYG,WQMVCOEM,24822
BUZIIBYG,XIFHSOWQ,100659
BUZIIBYG,XIPPENFQ,127002
BUZIIBYG,XMKRPGLB,781207
BUZIIBYG,XUOIQPFL,2341089
BUZIIBYG,YSYHGLQK,18388
BUZIIBYG,ZGJXVMNI,2578366
BUZIIBYG,ZKENOUDA,420815
BUZIIBYG,ZXERAXWP,55343
CCLHWFWF,AANGBULD,454398
CCLHWFWF,AHMDUILJ,143275
CCLHWFWF,ATLDMDBO,37956388
CCLHWFWF,AXULOHBQ,108083
CCLHWFWF,BLANHGYY,66185
CCLHWFWF,BTMOEMEP,4896252
CCLHWFWF,DBWLZWNK,178009
CCLHWFWF,DJBLNPNC,23983
CCLHWFWF,DNMPSKTB,5298812
CCLHWFWF,DUCMGGNW,876429
CCLHWFWF,ELQGMQWE,660390
CCLHWFWF,FCYBOAXC,111988952
CCLHWFWF,FQCLOEXA,2298085
CCLHWFWF,FTSVTTSR,179316
CCLHWFWF,FWUCPMMW,11774
CCLHWFWF,JBVHSUWY,411522
CCLHWFWF,JERHKLYW,30885
CCLHWFWF,JPBRUTWP,6151770
CCLHWFWF,JSLXRQOK,15415
CCLHWFWF,KEUWZRKO,817862
CCLHWFWF,LLHREMKS,66934
CCLHWFWF,LRVGFDFM,2199850
CCLHWFWF,LSOIUSXD,226911
CCLHWFWF,LTOYKIML,364303
CCLHWFWF,LUENUFGA,3530500
CCLHWFWF,MIRCVAMV,75853
CCLHWFWF,NAQIHUKZ,35323
CCLHWFWF,OGAFEHLU,35874
CCLHWFWF,OKMBFVKS,1839084
CCLHWFWF,QKXNTIIB,1263476
CCLHWFWF,QRKRBYJL,2105566
CCLHWFWF,QVLMOEYE,1168914
CCLHWFWF,RAWUKQMJ,3632812
CCLHWFWF,RJGPVEXX,604356
CCLHWFWF,ROACSLMG,2121845
CCLHWFWF,SAAYMURU,46054
CCLHWFWF,SAHWCZNH,1658857
CCLHWFWF,SDWAYPIK,5303745
CCLHWFWF,STZDBITS,22029836
CCLHWFWF,UGEQLMXM,252479
CCLHWFWF,UIFPPCLR,134551
CCLHWFWF,UXSPKBJR,399442
CCLHWFWF,VBYCLTYZ,428642
CCLHWFWF,VUAFAIYJ,868025
CCLHWFWF,VWMBASNE,122382
CCLHWFWF,WBLJNPZQ,128676
CCLHWFWF,WHPUAOID,37629
CCLHWFWF,WPQXWHYO,21478752
CCLHWFWF,WQMVCOEM,19246
CCLHWFWF,XIFHSOWQ,86657
CCLHWFWF,XIIEJNEE,72304
CCLHWFWF,XIPPENFQ,126988
CCLHWFWF,XUOIQPFL,2283255
CCLHWFWF,YSYHGLQK,27248
CCLHWFWF,ZGJXVMNI,2581612
CCLHWFWF,ZKENOUDA,420395
CCLHWFWF,ZXERAXWP,56169
DBWLZWNK,APQGTRMF,70951
DBWLZWNK,ATLDMDBO,36305188
DBWLZWNK,AXULOHBQ,116484
DBWLZWNK,BEZYMBBT,3262759
DBWLZWNK,BJALXPFS,159231
DBWLZWNK,BSRMSVTC,282596
DBWLZWNK,BTMOEMEP,4159930
DBWLZWNK,CCLHWFWF,13167070
DBWLZWNK,DEWLVASR,401285
DBWLZWNK,DNMPSKTB,4903948
DBWLZWNK,DUCMGGNW,914964
DBWLZWNK,ELQGMQWE,659320
DBWLZWNK,EVBVXETX,5075912
DBWLZWNK,FCYBOAXC,112091368
DBWLZWNK,FDXPMYGF,18936
DBWLZWNK,FITUEHWN,116314
DBWLZWNK,FQCLOEXA,2389526
DBWLZWNK,FRHNWLNI,934406
DBWLZWNK,FWUCPMMW,32993
DBWLZWNK,GYHKIVQT,36327148
DBWLZWNK,HXYSSRXE,4940894
DBWLZWNK,IGDVVKUD,32523
DBWLZWNK,JBVHSUWY,417663
DBWLZWNK,JPBRUTWP,6945471
DBWLZWNK,KAGJCHMR,38186
DBWLZWNK,KEUWZRKO,784222
DBWLZWNK,KJNSOAHR,25474410
DBWLZWNK,LLHREMKS,79332
DBWLZWNK,LPHPPJUG,1179124
DBWLZWNK,LRVGFDFM,2233832
DBWLZWNK,LSOIUSXD,252192
DBWLZWNK,LUENUFGA,3508250
DBWLZWNK,MIRCVAMV,81254
DBWLZWNK,NZKBIBNU,274381
DBWLZWNK,OGAFEHLU,39782
DBWLZWNK,OKMBFVKS,1963369
DBWLZWNK,PYZMVUWD,17856
DBWLZWNK,QRKRBYJL,2023635
DBWLZWNK,QVLMOEYE,1188920
DBWLZWNK,RAWUKQMJ,3614506
DBWLZWNK,RCBZUSIM,8434
DBWLZWNK,ROACSLMG,2160969
DBWLZWNK,SAHWCZNH,1713002
DBWLZWNK,SDWAYPIK,5290052
DBWLZWNK,SUOYXCHP,22436
DBWLZWNK,UGEQLMXM,255556
DBWLZWNK,UQYUIVVR,6215126
DBWLZWNK,UXSPKBJR,393339
DBWLZWNK,VBYCLTYZ,459767
DBWLZWNK,VMAQSTJE,19213
DBWLZWNK,VUAFAIYJ,868681
DBWLZWNK,VWMBASNE,127778
DBWLZWNK,WBLJNPZQ,143483
DBWLZWNK,WHPUAOID,49948
DBWLZWNK,WPQXWHYO,21607608
DBWLZWNK,WQMVCOEM,25680
DBWLZWNK,XIFHSOWQ,93318
DBWLZWNK,XIPPENFQ,124730
DBWLZWNK,XUOIQPFL,2397283
DBWLZWNK,ZCELVYQU,217039
DBWLZWNK,ZGJXVMNI,2624173
DBWLZWNK,ZKENOUDA,421745
DBWLZWNK,ZXERAXWP,58144
DDEXPPXU,ATLDMDBO,35837364
DDEXPPXU,AXULOHBQ,123568
DDEXPPXU,BEZYMBBT,3290946
DDEXPPXU,BLANHGYY,79649
DDEXPPXU,BTMOEMEP,4955084
DDEXPPXU,DJBLNPNC,26600
DDEXPPXU,DNMPSKTB,4870422
DDEXPPXU,EVBVXETX,5043030
DDEXPPXU,FITUEHWN,113333
DDEXPPXU,FQCLOEXA,2474798
DDEXPPXU,FTSVTTSR,199566
DDEXPPXU,GKQIJYDH,4922353
DDEXPPXU,GYHKIVQT,36776596
DDEXPPXU,HCDTGMST,117837
DDEXPPXU,HXYSSRXE,5350228
DDEXPPXU,IGDVVKUD,32679
DDEXPPXU,JERHKLYW,24090
DDEXPPXU,JPBRUTWP,6826122
DDEXPPXU,KAGJCHMR,40623
DDEXPPXU,KEUWZRKO,873303
DDEXPPXU,LLHREMKS,82699
DDEXPPXU,LRVGFDFM,2330413
DDEXPPXU,LSOIUSXD,247095
DDEXPPXU,MIRCVAMV,88899
DDEXPPXU,NZKBIBNU,279386
DDEXPPXU,OKMBFVKS,1939742
DDEXPPXU,PYZMVUWD,26946
DDEXPPXU,QKXNTIIB,1310285
DDEXPPXU,RAWUKQMJ,3566705
DDEXPPXU,RJGPVEXX,639026
DDEXPPXU,SAAYMURU,49432
DDEXPPXU,SAHWCZNH,1740265
DDEXPPXU,SDWAYPIK,5265588
DDEXPPXU,SNHYOVBM,296800
DDEXPPXU,SUOYXCHP,28671
DDEXPPXU,UGEQLMXM,266866
DDEXPPXU,UIFPPCLR,146047
DDEXPPXU,UQYUIVVR,6101544
DDEXPPXU,VBYCLTYZ,446947
DDEXPPXU,VMAQSTJE,26820
DDEXPPXU,VWMBASNE,145557
DDEXPPXU,WBLJNPZQ,154939
DDEXPPXU,WHPUAOID,49555
DDEXPPXU,WPQXWHYO,21199624
DDEXPPXU,XIPPENFQ,140069
DDEXPPXU,XMKRPGLB,830456
DDEXPPXU,YSYHGLQK,28279
DDEXPPXU,ZCELVYQU,224494
DDEXPPXU,ZXERAXWP,57079
DEWLVASR,AANGBULD,442351
DEWLVASR,AHMDUILJ,143170
DEWLVASR,APQGTRMF,73029
DEWLVASR,ATLDMDBO,35460472
DEWLVASR,BEZYMBBT,3266410
DEWLVASR,BTMOEMEP,4146244
DEWLVASR,BUZIIBYG,18693132
DEWLVASR,CCLHWFWF,13017741
DEWLVASR,DDEXPPXU,6715
DEWLVASR,DNMPSKTB,5572466
DEWLVASR,DUCMGGNW,919330
DEWLVASR,ELQGMQWE,645890
DEWLVASR,EVBVXETX,5040158
DEWLVASR,FITUEHWN,113377
DEWLVASR,FQCLOEXA,2488947
DEWLVASR,FWUCPMMW,31344
DEWLVASR,GKQIJYDH,5172656
DEWLVASR,GYHKIVQT,29844918
DEWLVASR,HXYSSRXE,5629330
DEWLVASR,IGDVVKUD,26771
DEWLVASR,JBVHSUWY,415238
DEWLVASR,JERHKLYW,28794
DEWLVASR,JPBRUTWP,7013042
DEWLVASR,KAGJCHMR,36864
DEWLVASR,KEUWZRKO,859585
DEWLVASR,KJNSOAHR,22783824
DEWLVASR,LPHPPJUG,1170470
DEWLVASR,LRVGFDFM,2225550
DEWLVASR,LSOIUSXD,248792
DEWLVASR,LTOYKIML,361750
DEWLVASR,MBSBZBXA,4063630
DEWLVASR,MIRCVAMV,90922
DEWLVASR,NZKBIBNU,261321
DEWLVASR,OGAFEHLU,49146
DEWLVASR,OJIFIHMZ,3337772
DEWLVASR,OKMBFVKS,1931586
DEWLVASR,PYZMVUWD,24219
DEWLVASR,QKXNTIIB,1274154
DEWLVASR,QRKRBYJL,2144956
DEWLVASR,QVLMOEYE,1199075
DEWLVASR,RAWUKQMJ,3635486
DEWLVASR,RCBZUSIM,11947
DEWLVASR,RJGPVEXX,606027
DEWLVASR,ROACSLMG,2193577
DEWLVASR,SAHWCZNH,1702221
DEWLVASR,SDWAYPIK,5600318
DEWLVASR,SNHYOVBM,289282
DEWLVASR,STZDBITS,22701196
DEWLVASR,SUOYXCHP,26545
DEWLVASR,UGEQLMXM,267705
DEWLVASR,UIFPPCLR,144445
DEWLVASR,UXSPKBJR,399643
DEWLVASR,VMAQSTJE,21702
DEWLVASR,VUAFAIYJ,875060
DEWLVASR,WBLJNPZQ,146507
DEWLVASR,WPQXWHYO,19056466
DEWLVASR,XIIEJNEE,69068
DEWLVASR,XUOIQPFL,2468930
DEWLVASR,ZCELVYQU,235959
DEWLVASR,ZGJXVMNI,2656544
DEWLVASR,ZKENOUDA,399773
DEWLVASR,ZXERAXWP,45926
DJBLNPNC,AANGBULD,471529
DJBLNPNC,AHMDUILJ,145296
DJBLNPNC,AXULOHBQ,119211
DJBLNPNC,BLANHGYY,72755
DJBLNPNC,BSRMSVTC,290942
DJBLNPNC,BTMOEMEP,4488798
DJBLNPNC,CCLHWFWF,13998433
DJBLNPNC,DBWLZWNK,186521
DJBLNPNC,ELQGMQWE,688829
DJBLNPNC,FDXPMYGF,24369
DJBLNPNC,FITUEHWN,109375
DJBLNPNC,FRHNWLNI,870798
DJBLNPNC,FWUCPMMW,28865
DJBLNPNC,HCDTGMST,107911
DJBLNPNC,HXYSSRXE,5689301
DJBLNPNC,IGDVVKUD,34476
DJBLNPNC,JBVHSUWY,418261
DJBLNPNC,JERHKLYW,27483
DJBLNPNC,JPBRUTWP,6478793
DJBLNPNC,JSLXRQOK,24992
DJBLNPNC,KAGJCHMR,40623
DJBLNPNC,KEUWZRKO,871078
DJBLNPNC,LPHPPJUG,1205390
DJBLNPNC,LRVGFDFM,2315016
DJBLNPNC,LSOIUSXD,267304
DJBLNPNC,LTOYKIML,380602
DJBLNPNC,LUENUFGA,3653570
DJBLNPNC,MBSBZBXA,4049707
DJBLNPNC,MIRCVAMV,88899
DJBLNPNC,NZKBIBNU,271835
DJBLNPNC,OGAFEHLU,45783
DJBLNPNC,OXKURKXR,136852
DJBLNPNC,PYZMVUWD,26858
DJBLNPNC,QJQJSWFU,143161
DJBLNPNC,QKXNTIIB,1271285
DJBLNPNC,RAWUKQMJ,3638887
DJBLNPNC,RCBZUSIM,3696
DJBLNPNC,RJGPVEXX,645823
DJBLNPNC,ROACSLMG,2181792
DJBLNPNC,SAHWCZNH,1694162
DJBLNPNC,SDWAYPIK,5286623
DJBLNPNC,SNHYOVBM,296800
DJBLNPNC,STZDBITS,21028012
DJBLNPNC,SUOYXCHP,25927
DJBLNPNC,TGOELCAG,299585
DJBLNPNC,UGEQLMXM,270453
DJBLNPNC,UIFPPCLR,146735
DJBLNPNC,UQYUIVVR,5529909
DJBLNPNC,UXSPKBJR,405015
DJBLNPNC,VMAQSTJE,21065
DJBLNPNC,VWMBASNE,141933
DJBLNPNC,WBLJNPZQ,152638
DJBLNPNC,WHPUAOID,79485
DJBLNPNC,WQMVCOEM,24964
DJBLNPNC,XIFHSOWQ,96327
DJBLNPNC,XIPPENFQ,134906
DJBLNPNC,XUOIQPFL,2573350
DJBLNPNC,ZGJXVMNI,2695297
DJBLNPNC,ZKENOUDA,435922
DNMPSKTB,AANGBULD,446252
DNMPSKTB,AHMDUILJ,134437
DNMPSKTB,APQGTRMF,64389
DNMPSKTB,ATLDMDBO,42010052
DNMPSKTB,AXULOHBQ,107600
DNMPSKTB,BEZYMBBT,3176596
DNMPSKTB,BJALXPFS,151521
DNMPSKTB,BSRMSVTC,271578
DNMPSKTB,BTMOEMEP,4098488
DNMPSKTB,CCLHWFWF,13319296
DNMPSKTB,DBWLZWNK,178825
DNMPSKTB,DEWLVASR,402144
DNMPSKTB,DUCMGGNW,895191
DNMPSKTB,ELQGMQWE,659139
DNMPSKTB,EVBVXETX,5090271
DNMPSKTB,FCYBOAXC,111812976
DNMPSKTB,FDXPMYGF,15100
DNMPSKTB,FITUEHWN,114400
DNMPSKTB,FQCLOEXA,2324992
DNMPSKTB,FRHNWLNI,894263
DNMPSKTB,GYHKIVQT,32012436
DNMPSKTB,HCDTGMST,115791
DNMPSKTB,HXYSSRXE,4900499
DNMPSKTB,IGDVVKUD,29816
DNMPSKTB,JERHKLYW,29462
DNMPSKTB,JPBRUTWP,6350568
DNMPSKTB,KAGJCHMR,37424
DNMPSKTB,KEUWZRKO,807653
DNMPSKTB,KJNSOAHR,27424430
DNMPSKTB,LPHPPJUG,1182705
DNMPSKTB,LRVGFDFM,2045320
DNMPSKTB,LSOIUSXD,238776
DNMPSKTB,LTOYKIML,377444
DNMPSKTB,LUENUFGA,3258602
DNMPSKTB,MIRCVAMV,75867
DNMPSKTB,NZKBIBNU,273003
DNMPSKTB,OGAFEHLU,33023
DNMPSKTB,OKMBFVKS,1850630
DNMPSKTB,OXKURKXR,149254
DNMPSKTB,PYZMVUWD,22128
DNMPSKTB,QJQJSWFU,126182
DNMPSKTB,QRKRBYJL,1891159
DNMPSKTB,QVLMOEYE,1159279
DNMPSKTB,RAWUKQMJ,3675948
DNMPSKTB,RCBZUSIM,0
DNMPSKTB,RJGPVEXX,596298
DNMPSKTB,SAHWCZNH,1682681
DNMPSKTB,SDWAYPIK,5471466
DNMPSKTB,SNHYOVBM,280549
DNMPSKTB,UGEQLMXM,242492
DNMPSKTB,UIFPPCLR,128682
DNMPSKTB,VBYCLTYZ,416631
DNMPSKTB,VMAQSTJE,9687
DNMPSKTB,VWMBASNE,131988
DNMPSKTB,WBLJNPZQ,128676
DNMPSKTB,WHPUAOID,44727
DNMPSKTB,WPQXWHYO,21494946
DNMPSKTB,XIFHSOWQ,84148
DNMPSKTB,XIIEJNEE,60213
DNMPSKTB,XIPPENFQ,121985
DNMPSKTB,XMKRPGLB,769549
DNMPSKTB,XUOIQPFL,2378091
DNMPSKTB,ZCELVYQU,216955
DNMPSKTB,ZGJXVMNI,2540516
DNMPSKTB,ZKENOUDA,415337
DNMPSKTB,ZXERAXWP,55135
DUCMGGNW,APQGTRMF,74435
DUCMGGNW,ATLDMDBO,39117964
DUCMGGNW,BEZYMBBT,3237114
DUCMGGNW,BLANHGYY,80473
DUCMGGNW,BSRMSVTC,286896
DUCMGGNW,BTMOEMEP,4800482
DUCMGGNW,DDEXPPXU,13192
DUCMGGNW,ELQGMQWE,661659
DUCMGGNW,FCYBOAXC,112013992
DUCMGGNW,FDXPMYGF,32674
DUCMGGNW,FITUEHWN,114017
DUCMGGNW,FTSVTTSR,189065
DUCMGGNW,HCDTGMST,113412
DUCMGGNW,JBVHSUWY,413214
DUCMGGNW,KEUWZRKO,823811
DUCMGGNW,LPHPPJUG,1166084
DUCMGGNW,LTOYKIML,364305
DUCMGGNW,LUENUFGA,3635445
DUCMGGNW,MBSBZBXA,3928817
DUCMGGNW,NAQIHUKZ,49116
DUCMGGNW,OGAFEHLU,41214
DUCMGGNW,OJIFIHMZ,3309648
DUCMGGNW,OXKURKXR,146025
DUCMGGNW,PYZMVUWD,26257
DUCMGGNW,QVLMOEYE,1184540
DUCMGGNW,RCBZUSIM,0
DUCMGGNW,RJGPVEXX,610958
DUCMGGNW,ROACSLMG,2126498
DUCMGGNW,SAHWCZNH,1710724
DUCMGGNW,SNHYOVBM,288723
DUCMGGNW,STZDBITS,21908004
DUCMGGNW,UXSPKBJR,393367
DUCMGGNW,VMAQSTJE,15285
DUCMGGNW,VUAFAIYJ,878232
DUCMGGNW,WBLJNPZQ,152302
DUCMGGNW,XIFHSOWQ,101114
DUCMGGNW,XMKRPGLB,796824
DUCMGGNW,YSYHGLQK,26197
DUCMGGNW,ZGJXVMNI,2573108
DUCMGGNW,ZXERAXWP,55799
ELQGMQWE,AANGBULD,472816
ELQGMQWE,APQGTRMF,77867
ELQGMQWE,ATLDMDBO,39665956
ELQGMQWE,BEZYMBBT,3261538
ELQGMQWE,BLANHGYY,73037
ELQGMQWE,BSRMSVTC,289193
ELQGMQWE,BTMOEMEP,4551011
ELQGMQWE,BUZIIBYG,18606752
ELQGMQWE,CCLHWFWF,13838737
ELQGMQWE,DBWLZWNK,210205
ELQGMQWE,DDEXPPXU,6416
ELQGMQWE,DEWLVASR,392763
ELQGMQWE,DUCMGGNW,918698
ELQGMQWE,FCYBOAXC,111900600
ELQGMQWE,FDXPMYGF,27795
ELQGMQWE,FITUEHWN,117167
ELQGMQWE,FQCLOEXA,2407075
ELQGMQWE,FTSVTTSR,184709
ELQGMQWE,FWUCPMMW,23376
ELQGMQWE,GKQIJYDH,4797844
ELQGMQWE,GYHKIVQT,30035044
ELQGMQWE,HXYSSRXE,5104530
ELQGMQWE,IGDVVKUD,32424
ELQGMQWE,JERHKLYW,28794
ELQGMQWE,JSLXRQOK,28334
ELQGMQWE,KEUWZRKO,865635
ELQGMQWE,KJNSOAHR,23087556
ELQGMQWE,LLHREMKS,72340
ELQGMQWE,LRVGFDFM,2297152
ELQGMQWE,LSOIUSXD,252724
ELQGMQWE,LTOYKIML,381953
ELQGMQWE,NAQIHUKZ,50993
ELQGMQWE,NZKBIBNU,273613
ELQGMQWE,OKMBFVKS,1920032
ELQGMQWE,OXKURKXR,138718
ELQGMQWE,QKXNTIIB,1252073
ELQGMQWE,QRKRBYJL,2142151
ELQGMQWE,RAWUKQMJ,3581852
ELQGMQWE,ROACSLMG,2191713
ELQGMQWE,SAAYMURU,56129
ELQGMQWE,SAHWCZNH,1692391
ELQGMQWE,SDWAYPIK,5606865
ELQGMQWE,SNHYOVBM,291087
ELQGMQWE,STZDBITS,22352172
ELQGMQWE,UGEQLMXM,265571
ELQGMQWE,UIFPPCLR,159584
ELQGMQWE,UQYUIVVR,5170408
ELQGMQWE,VBYCLTYZ,421723
ELQGMQWE,VWMBASNE,145559
ELQGMQWE,WBLJNPZQ,166919
ELQGMQWE,WPQXWHYO,20557668
ELQGMQWE,WQMVCOEM,24737
ELQGMQWE,XIFHSOWQ,102057
ELQGMQWE,XIIEJNEE,66383
ELQGMQWE,XIPPENFQ,135818
ELQGMQWE,XMKRPGLB,808549
ELQGMQWE,XUOIQPFL,2329406
ELQGMQWE,YSYHGLQK,27241
ELQGMQWE,ZCELVYQU,199423
ELQGMQWE,ZGJXVMNI,2639958
ELQGMQWE,ZKENOUDA,441603
ELQGMQWE,ZXERAXWP,55312
EVBVXETX,AHMDUILJ,138851
EVBVXETX,APQGTRMF,67483
EVBVXETX,ATLDMDBO,39837300
EVBVXETX,AXULOHBQ,109426
EVBVXETX,BEZYMBBT,3173213
EVBVXETX,BJALXPFS,150717
EVBVXETX,BLANHGYY,68386
EVBVXETX,BSRMSVTC,262186
EVBVXETX,DBWLZWNK,184132
EVBVXETX,DEWLVASR,395117
EVBVXETX,DNMPSKTB,4725934
EVBVXETX,ELQGMQWE,657223
EVBVXETX,FCYBOAXC,111803992
EVBVXETX,FDXPMYGF,21648
EVBVXETX,FITUEHWN,112532
EVBVXETX,FQCLOEXA,2292815
EVBVXETX,FRHNWLNI,902537
EVBVXETX,GYHKIVQT,34875704
EVBVXETX,HCDTGMST,113490
EVBVXETX,HXYSSRXE,4859144
EVBVXETX,IGDVVKUD,18467
EVBVXETX,JPBRUTWP,6430712
EVBVXETX,KAGJCHMR,32559
EVBVXETX,KEUWZRKO,743030
EVBVXETX,KJNSOAHR,28407684
EVBVXETX,LPHPPJUG,1164831
EVBVXETX,LSOIUSXD,242387
EVBVXETX,LUENUFGA,3311178
EVBVXETX,MBSBZBXA,3806988
EVBVXETX,MIRCVAMV,76605
EVBVXETX,NZKBIBNU,267688
EVBVXETX,OGAFEHLU,35208
EVBVXETX,OKMBFVKS,1858403
EVBVXETX,OXKURKXR,132544
EVBVXETX,PYZMVUWD,13253
EVBVXETX,QJQJSWFU,128802
EVBVXETX,QRKRBYJL,1946012
EVBVXETX,QVLMOEYE,1152059
EVBVXETX,RCBZUSIM,4550
EVBVXETX,RJGPVEXX,595142
EVBVXETX,SAHWCZNH,1663198
EVBVXETX,SDWAYPIK,5272260
EVBVXETX,SUOYXCHP,25813
EVBVXETX,UGEQLMXM,249462
EVBVXETX,UIFPPCLR,131929
EVBVXETX,UXSPKBJR,326882
EVBVXETX,VMAQSTJE,10659
EVBVXETX,VWMBASNE,131988
EVBVXETX,WBLJNPZQ,145133
EVBVXETX,WPQXWHYO,21356564
EVBVXETX,WQMVCOEM,25261
EVBVXETX,XIFHSOWQ,89050
EVBVXETX,XIPPENFQ,121985
EVBVXETX,XMKRPGLB,783770
EVBVXETX,XUOIQPFL,2327919
EVBVXETX,ZCELVYQU,219373
EVBVXETX,ZGJXVMNI,2606725
EVBVXETX,ZKENOUDA,419583
EVBVXETX,ZXERAXWP,54898
FCYBOAXC,AANGBULD,451323
FCYBOAXC,ATLDMDBO,35825872
FCYBOAXC,AXULOHBQ,114914
FCYBOAXC,BEZYMBBT,3142598
FCYBOAXC,BLANHGYY,76455
FCYBOAXC,BSRMSVTC,267511
FCYBOAXC,BUZIIBYG,17194650
FCYBOAXC,CCLHWFWF,14043636
FCYBOAXC,DBWLZWNK,181799
FCYBOAXC,DDEXPPXU,1879
FCYBOAXC,DNMPSKTB,4745290
FCYBOAXC,DUCMGGNW,868034
FCYBOAXC,ELQGMQWE,654982
FCYBOAXC,EVBVXETX,5074780
FCYBOAXC,FDXPMYGF,12899
FCYBOAXC,FITUEHWN,110244
FCYBOAXC,FQCLOEXA,2383705
FCYBOAXC,FRHNWLNI,893224
FCYBOAXC,FTSVTTSR,182326
FCYBOAXC,FWUCPMMW,27728
FCYBOAXC,GYHKIVQT,36440520
FCYBOAXC,HCDTGMST,110189
FCYBOAXC,HXYSSRXE,5338476
FCYBOAXC,IGDVVKUD,26766
FCYBOAXC,JERHKLYW,28438
FCYBOAXC,JPBRUTWP,5921748
FCYBOAXC,JSLXRQOK,20352
FCYBOAXC,KAGJCHMR,31558
FCYBOAXC,KEUWZRKO,812373
FCYBOAXC,LLHREMKS,74805
FCYBOAXC,LPHPPJUG,1160326
FCYBOAXC,LRVGFDFM,2275649
FCYBOAXC,LSOIUSXD,222718
FCYBOAXC,LTOYKIML,357423
FCYBOAXC,LUENUFGA,3496032
FCYBOAXC,MIRCVAMV,76111
FCYBOAXC,NAQIHUKZ,41492
FCYBOAXC,NZKBIBNU,263730
FCYBOAXC,PYZMVUWD,8500
FCYBOAXC,QJQJSWFU,125808
FCYBOAXC,QKXNTIIB,1262861
FCYBOAXC,QRKRBYJL,1990381
FCYBOAXC,QVLMOEYE,1173854
FCYBOAXC,RJGPVEXX,597919
FCYBOAXC,SAAYMURU,49775
FCYBOAXC,SAHWCZNH,1665771
FCYBOAXC,SDWAYPIK,5328779
FCYBOAXC,SNHYOVBM,281341
FCYBOAXC,STZDBITS,21570692
FCYBOAXC,SUOYXCHP,24408
FCYBOAXC,UGEQLMXM,248294
FCYBOAXC,UIFPPCLR,129738
FCYBOAXC,UQYUIVVR,5281544
FCYBOAXC,UXSPKBJR,380805
FCYBOAXC,VMAQSTJE,2763
FCYBOAXC,VUAFAIYJ,864404
FCYBOAXC,VWMBASNE,129796
FCYBOAXC,WBLJNPZQ,128006
FCYBOAXC,WHPUAOID,45478
FCYBOAXC,WPQXWHYO,21242644
FCYBOAXC,WQMVCOEM,17233
FCYBOAXC,XIFHSOWQ,86680
FCYBOAXC,XIPPENFQ,121614
FCYBOAXC,XUOIQPFL,2307288
FCYBOAXC,ZGJXVMNI,2565882
FCYBOAXC,ZKENOUDA,414239
FCYBOAXC,ZXERAXWP,52025
FDXPMYGF,AANGBULD,471424
FDXPMYGF,AHMDUILJ,147504
FDXPMYGF,APQGTRMF,79988
FDXPMYGF,ATLDMDBO,37181908
FDXPMYGF,AXULOHBQ,119211
FDXPMYGF,BEZYMBBT,3296167
FDXPMYGF,BJALXPFS,165184
FDXPMYGF,BSRMSVTC,286895
FDXPMYGF,BTMOEMEP,4286666
FDXPMYGF,CCLHWFWF,13279740
FDXPMYGF,DBWLZWNK,199305
FDXPMYGF,DDEXPPXU,15202
FDXPMYGF,DJBLNPNC,23421
FDXPMYGF,DUCMGGNW,935986
FDXPMYGF,ELQGMQWE,688475
FDXPMYGF,EVBVXETX,5107240
FDXPMYGF,FITUEHWN,112804
FDXPMYGF,FQCLOEXA,2565720
FDXPMYGF,FRHNWLNI,954376
FDXPMYGF,FTSVTTSR,184523
FDXPMYGF,FWUCPMMW,33019
FDXPMYGF,HCDTGMST,110374
FDXPMYGF,HXYSSRXE,5508937
FDXPMYGF,IGDVVKUD,33707
FDXPMYGF,JBVHSUWY,421972
FDXPMYGF,JERHKLYW,31521
FDXPMYGF,JPBRUTWP,6435996
FDXPMYGF,JSLXRQOK,24992
FDXPMYGF,KAGJCHMR,40218
FDXPMYGF,KEUWZRKO,801064
FDXPMYGF,KJNSOAHR,27360474
FDXPMYGF,LRVGFDFM,2249380
FDXPMYGF,LTOYKIML,391470
FDXPMYGF,LUENUFGA,3486054
FDXPMYGF,MIRCVAMV,88899
FDXPMYGF,NAQIHUKZ,45783
FDXPMYGF,NZKBIBNU,274023
FDXPMYGF,OGAFEHLU,46489
FDXPMYGF,OJIFIHMZ,3351863
FDXPMYGF,OXKURKXR,139987
FDXPMYGF,PYZMVUWD,27713
FDXPMYGF,QKXNTIIB,1310975
FDXPMYGF,QRKRBYJL,2120789
FDXPMYGF,RCBZUSIM,15607
FDXPMYGF,RJGPVEXX,642835
FDXPMYGF,ROACSLMG,2199178
FDXPMYGF,SAHWCZNH,1694162
FDXPMYGF,STZDBITS,21468164
FDXPMYGF,SUOYXCHP,20357
FDXPMYGF,TGOELCAG,305345
FDXPMYGF,UXSPKBJR,406453
FDXPMYGF,VMAQSTJE,24874
FDXPMYGF,VUAFAIYJ,894837
FDXPMYGF,VWMBASNE,142854
FDXPMYGF,WBLJNPZQ,156856
FDXPMYGF,WHPUAOID,47807
FDXPMYGF,WPQXWHYO,18982882
FDXPMYGF,WQMVCOEM,26946
FDXPMYGF,XIFHSOWQ,96327
FDXPMYGF,XIIEJNEE,71901
FDXPMYGF,XIPPENFQ,134279
FDXPMYGF,ZGJXVMNI,2702865
FITUEHWN,AHMDUILJ,144269
FITUEHWN,APQGTRMF,80758
FITUEHWN,BEZYMBBT,3321624
FITUEHWN,BJALXPFS,152948
FITUEHWN,BSRMSVTC,299539
FITUEHWN,BTMOEMEP,5036131
FITUEHWN,DBWLZWNK,182441
